detection_id,pixel_x,pixel_y,lat_deg,lon_deg,symbol_class,tri_overlap,dot_overlap,confidence,blob_area_px2,solidity,elevation_ocr
1,2088,9,39.994168,-78.413357,obstacle,0.5738,0.0,LOW,97,0.5301,
2,4668,16,39.989632,-75.785683,obstacle,0.8448,0.0,MEDIUM,103,0.5393,
3,4172,17,39.988984,-76.290848,obstacle,0.8235,0.0,MEDIUM,106,0.5354,
4,5146,19,39.987688,-75.298851,obstacle,0.8105,0.0,MEDIUM,170,0.509,
5,1911,20,39.98704,-78.593627,obstacle,0.918,0.0,HIGH,100,0.5348,
6,3344,20,39.98704,-77.134148,obstacle,0.7246,0.0,LOW,105,0.5385,
7,3873,24,39.984448,-76.595373,obstacle,0.7647,0.0,MEDIUM,106,0.5464,
8,1783,37,39.976025,-78.723992,obstacle,0.9016,0.0,HIGH,106,0.5521,
9,3373,43,39.972137,-77.104612,obstacle,0.9672,0.0,HIGH,102,0.5204,
10,5935,48,39.968897,-74.495271,obstacle,0.7377,0.0,LOW,102,0.5455,
11,5814,51,39.966953,-74.618507,obstacle,0.8088,0.0,MEDIUM,111,0.5635,
12,1985,52,39.966305,-78.51826,obstacle,0.75,0.0,MEDIUM,101,0.5206,
13,3460,54,39.965009,-77.016005,obstacle,0.8382,0.0,MEDIUM,119,0.598,
14,4205,54,39.965009,-76.257238,obstacle,0.7869,0.0,MEDIUM,102,0.5484,
15,2842,59,39.961769,-77.645424,obstacle,0.8116,0.0,MEDIUM,112,0.56,
16,1517,61,39.960473,-78.994908,obstacle,0.8525,0.0,MEDIUM,105,0.5469,
17,2698,76,39.950753,-77.792085,obstacle,0.7353,0.0,LOW,108,0.5538,
18,5333,78,39.949457,-75.108395,obstacle,0.8235,0.0,MEDIUM,128,0.6154,
19,5739,79,39.948809,-74.694893,obstacle,0.918,0.0,HIGH,115,0.5838,
20,1593,85,39.944921,-78.917503,obstacle,0.9016,0.0,HIGH,97,0.5272,
21,3151,86,39.944273,-77.330714,obstacle,0.4861,0.3333,MARGINAL,142,0.6147,
22,5598,86,39.944273,-74.838498,obstacle,0.8116,0.0,MEDIUM,118,0.5646,
23,2132,93,39.939738,-78.368544,obstacle,0.8525,0.0,MEDIUM,102,0.5368,
24,2484,96,39.937794,-78.010039,obstacle,0.7353,0.0,LOW,108,0.5596,
25,3366,107,39.930666,-77.111742,obstacle,0.918,0.0,HIGH,106,0.5436,
26,4330,108,39.930018,-76.129929,obstacle,0.7705,0.0,MEDIUM,102,0.5514,
27,5171,110,39.928722,-75.273389,obstacle,0.7206,0.0,LOW,105,0.5469,
28,3984,121,39.921594,-76.482322,obstacle,0.9672,0.0,HIGH,104,0.5306,
29,3623,131,39.915114,-76.849993,obstacle,0.8852,0.0,MEDIUM,113,0.5855,
30,7083,133,39.913818,-73.326058,obstacle,0.4839,0.0,MARGINAL,73,0.5069,
31,7062,134,39.91317,-73.347447,obstacle,0.6111,1.0,LOW,96,0.6038,
32,5910,135,39.912522,-74.520733,obstacle,0.5122,1.0,MARGINAL,65,0.5078,
33,6930,137,39.911226,-73.481886,obstacle,0.5484,0.0,MARGINAL,89,0.5933,
34,3814,139,39.90993,-76.655463,obstacle,0.9508,0.0,HIGH,103,0.545,
35,5253,140,39.909282,-75.189873,obstacle,0.75,0.0,MEDIUM,106,0.5464,
36,1817,143,39.907338,-78.689364,obstacle,0.8191,0.0,MEDIUM,184,0.5212,
37,5525,148,39.904098,-74.912847,obstacle,0.6709,0.0,LOW,138,0.552,
38,3444,149,39.903451,-77.0323,obstacle,0.7353,0.0,LOW,104,0.5389,
39,3496,150,39.902803,-76.979339,obstacle,0.918,0.0,HIGH,102,0.5426,
40,5365,152,39.901507,-75.075804,obstacle,0.9344,0.0,HIGH,115,0.575,
41,6929,156,39.898915,-73.482904,obstacle,0.4839,0.0,MARGINAL,77,0.5066,
42,3792,177,39.885307,-76.67787,obstacle,0.8448,0.0,MEDIUM,111,0.5781,
43,2930,182,39.882067,-77.555798,obstacle,0.8197,0.0,MEDIUM,103,0.5479,
44,4132,185,39.880123,-76.331587,obstacle,0.8033,0.0,MEDIUM,104,0.5561,
45,5443,193,39.874939,-74.996363,obstacle,0.9508,0.0,HIGH,110,0.5612,
46,1531,196,39.872995,-78.980649,obstacle,0.8281,0.0,MEDIUM,110,0.5446,
47,5834,198,39.871699,-74.598138,obstacle,0.7681,0.0,MEDIUM,112,0.5517,
48,2791,203,39.868459,-77.697367,obstacle,0.8235,0.0,MEDIUM,106,0.5354,
49,4002,203,39.868459,-76.46399,obstacle,0.8261,0.0,MEDIUM,113,0.5512,
50,2184,206,39.866515,-78.315583,obstacle,0.918,0.0,HIGH,102,0.5312,
51,3113,210,39.863924,-77.369417,obstacle,0.8088,0.0,MEDIUM,108,0.5455,
52,5542,211,39.863276,-74.895533,obstacle,0.8088,0.0,MEDIUM,106,0.5381,
53,2987,217,39.859388,-77.497745,obstacle,0.8529,0.0,MEDIUM,118,0.59,
54,7409,221,39.856796,-72.994035,obstacle,0.4565,1.0,MARGINAL,113,0.5825,
55,3013,223,39.8555,-77.471264,obstacle,0.7794,0.0,MEDIUM,104,0.5333,
56,2120,226,39.853556,-78.380765,obstacle,0.8088,0.0,MEDIUM,103,0.5228,
57,5346,231,39.850316,-75.095155,obstacle,0.9016,0.0,HIGH,109,0.5677,
58,5261,250,39.838004,-75.181726,obstacle,0.7391,0.0,LOW,113,0.5539,
59,1889,258,39.83282,-78.616034,obstacle,0.918,0.0,HIGH,98,0.5213,
60,1988,268,39.826341,-78.515204,obstacle,0.75,0.0,MEDIUM,103,0.5337,
61,1927,271,39.824397,-78.577332,obstacle,0.7869,0.0,MEDIUM,98,0.5131,
62,2021,277,39.820509,-78.481595,obstacle,0.918,0.0,HIGH,105,0.533,
63,3864,279,39.819213,-76.60454,obstacle,0.7794,0.0,MEDIUM,113,0.5825,
64,4640,282,39.817269,-75.8142,obstacle,0.7353,0.0,LOW,106,0.5521,
65,3512,286,39.814677,-76.963044,obstacle,0.9672,0.0,HIGH,109,0.5561,
66,1557,287,39.814029,-78.954168,obstacle,0.8689,0.0,MEDIUM,101,0.5288,
67,2483,288,39.813381,-78.011058,obstacle,0.7541,0.0,MEDIUM,95,0.5367,
68,6812,290,39.812085,-73.602066,obstacle,0.4681,0.0,MARGINAL,92,0.538,
69,1826,291,39.811437,-78.680198,obstacle,0.7059,0.0,LOW,102,0.5312,
70,5962,291,39.811437,-74.467772,obstacle,0.9649,0.0,HIGH,119,0.5561,
71,2353,296,39.808197,-78.14346,obstacle,0.7206,0.0,LOW,102,0.534,
72,2517,299,39.806253,-77.97643,obstacle,0.8438,0.0,MEDIUM,112,0.5517,
73,3917,306,39.801717,-76.55056,obstacle,0.7794,0.0,MEDIUM,105,0.5385,
74,1780,308,39.800421,-78.727048,obstacle,0.8197,0.0,MEDIUM,92,0.5169,
75,3447,310,39.799125,-77.029245,obstacle,0.7059,0.0,LOW,106,0.555,
76,4263,312,39.797829,-76.198167,obstacle,0.7941,0.0,MEDIUM,116,0.5888,
77,2471,313,39.797181,-78.023279,obstacle,0.75,0.0,MEDIUM,115,0.5838,
78,5762,317,39.794589,-74.671468,obstacle,0.7656,0.0,MEDIUM,104,0.5417,
79,2334,319,39.793293,-78.162811,obstacle,0.7681,0.0,MEDIUM,111,0.5468,
80,1654,323,39.790701,-78.855376,obstacle,0.8033,0.0,MEDIUM,103,0.5421,
81,5204,332,39.78487,-75.239779,obstacle,0.6618,0.0,LOW,103,0.5479,
82,4308,336,39.782278,-76.152335,obstacle,0.8361,0.0,MEDIUM,102,0.5543,
83,1936,340,39.779686,-78.568165,obstacle,0.7826,0.0,MEDIUM,124,0.5849,
84,5037,342,39.77839,-75.409865,obstacle,0.5316,0.0,MARGINAL,138,0.5308,
85,4219,344,39.777094,-76.24298,obstacle,0.8261,0.0,MEDIUM,120,0.5769,
86,3285,346,39.775798,-77.194238,obstacle,0.7377,0.0,LOW,91,0.5723,
87,5856,351,39.772558,-74.575731,obstacle,0.4923,0.0,MARGINAL,97,0.574,
88,2870,353,39.771262,-77.616907,obstacle,0.8361,0.0,MEDIUM,103,0.5479,
89,1736,365,39.763486,-78.771861,obstacle,0.7705,0.0,MEDIUM,98,0.5185,
90,2424,365,39.763486,-78.071148,obstacle,0.7536,0.0,MEDIUM,105,0.5357,
91,3865,366,39.762838,-76.603521,obstacle,0.6812,0.0,LOW,105,0.5412,
92,5111,371,39.759598,-75.334497,obstacle,0.8125,0.0,MEDIUM,103,0.5337,
93,5190,377,39.75571,-75.254038,obstacle,0.9016,0.0,HIGH,114,0.5816,
94,3954,384,39.751174,-76.512876,obstacle,0.7941,0.0,MEDIUM,106,0.5408,
95,2517,388,39.748583,-77.97643,obstacle,0.7213,0.0,LOW,99,0.547,
96,3421,388,39.748583,-77.055725,obstacle,0.7536,0.0,MEDIUM,111,0.5441,
97,2079,397,39.742751,-78.422523,obstacle,0.75,0.0,MEDIUM,111,0.5635,
98,3473,406,39.736919,-77.002764,obstacle,0.7971,0.0,MEDIUM,119,0.5749,
99,1970,410,39.734327,-78.533537,obstacle,0.7826,0.0,MEDIUM,112,0.56,
100,5253,417,39.729791,-75.189873,obstacle,0.7536,0.0,MEDIUM,109,0.5533,
101,2235,421,39.727199,-78.26364,obstacle,0.7869,0.0,MEDIUM,103,0.5568,
102,2295,426,39.723959,-78.202532,obstacle,0.7059,0.0,LOW,109,0.5707,
103,2907,427,39.723311,-77.579223,obstacle,0.8689,0.0,MEDIUM,104,0.5561,
104,3754,429,39.722015,-76.716572,obstacle,0.8197,0.0,MEDIUM,110,0.5789,
105,4059,432,39.720071,-76.405936,obstacle,0.7536,0.0,MEDIUM,113,0.5567,
106,3154,434,39.718775,-77.327659,obstacle,0.7794,0.0,MEDIUM,111,0.5692,
107,3453,436,39.717479,-77.023134,obstacle,0.9508,0.0,HIGH,108,0.5455,
108,3093,442,39.713591,-77.389786,obstacle,0.8116,0.0,MEDIUM,116,0.5604,
109,2187,444,39.712295,-78.312527,obstacle,0.7794,0.0,MEDIUM,113,0.5736,
110,3697,447,39.710352,-76.774625,obstacle,0.6471,0.0,LOW,103,0.5538,
111,6357,447,39.710352,-74.065474,obstacle,0.5185,0.0,MARGINAL,161,0.575,
112,2831,450,39.708408,-77.656627,obstacle,0.8689,0.0,MEDIUM,105,0.5556,
113,4593,463,39.699984,-75.862069,obstacle,0.7619,0.0,MEDIUM,158,0.5113,
114,1749,464,39.699336,-78.758621,obstacle,0.8689,0.0,MEDIUM,106,0.5608,
115,4659,464,39.699336,-75.794849,obstacle,0.7969,0.0,MEDIUM,108,0.5654,
116,2991,466,39.69804,-77.493671,obstacle,0.9672,0.0,HIGH,113,0.5736,
117,2019,467,39.697392,-78.483632,obstacle,0.875,0.0,MEDIUM,106,0.5408,
118,3786,472,39.694152,-76.683981,obstacle,0.5556,1.0,LOW,67,0.5776,
119,3820,475,39.692208,-76.649353,obstacle,0.8529,0.0,MEDIUM,108,0.5373,
120,5619,479,39.689616,-74.81711,obstacle,0.75,0.0,MEDIUM,105,0.544,
121,4499,486,39.68508,-75.957806,obstacle,0.8689,0.0,MEDIUM,104,0.5417,
122,2268,488,39.683784,-78.230031,obstacle,0.8033,0.0,MEDIUM,106,0.5521,
123,2649,493,39.680544,-77.84199,obstacle,0.8125,0.0,MEDIUM,102,0.534,
124,2361,496,39.6786,-78.135312,obstacle,0.7794,0.0,MEDIUM,118,0.5813,
125,2802,498,39.677304,-77.686163,obstacle,0.7794,0.0,MEDIUM,106,0.5436,
126,2307,503,39.674064,-78.19031,obstacle,0.918,0.0,HIGH,110,0.5612,
127,5867,507,39.671473,-74.564528,obstacle,0.8824,0.0,MEDIUM,122,0.5922,
128,3510,508,39.670825,-76.965081,obstacle,0.8235,0.0,MEDIUM,114,0.5758,
129,3629,519,39.663697,-76.843882,obstacle,0.4643,0.0,MARGINAL,115,0.5227,
130,3228,520,39.663049,-77.252292,obstacle,0.6765,0.0,LOW,103,0.5479,
131,4879,523,39.661105,-75.570784,obstacle,0.9062,0.0,HIGH,119,0.5833,
132,3595,524,39.660457,-76.87851,obstacle,0.7059,0.0,LOW,103,0.5421,
133,2960,533,39.654625,-77.525244,obstacle,0.9265,0.0,HIGH,131,0.6065,
134,2417,537,39.652033,-78.078277,obstacle,0.7536,0.0,MEDIUM,110,0.5392,
135,3035,539,39.650737,-77.448858,obstacle,0.7534,0.0,MEDIUM,130,0.6047,
136,5071,540,39.650089,-75.375236,obstacle,0.8382,0.0,MEDIUM,111,0.5606,
137,5150,542,39.648793,-75.294777,obstacle,0.8525,0.0,MEDIUM,106,0.5521,
138,3076,550,39.643609,-77.4071,obstacle,0.8696,0.0,MEDIUM,123,0.6,
139,5320,554,39.641017,-75.121635,obstacle,0.9836,0.0,HIGH,113,0.565,
140,5479,556,39.639721,-74.959697,obstacle,0.8235,0.0,MEDIUM,115,0.5808,
141,5192,558,39.638425,-75.252001,obstacle,0.8852,0.0,MEDIUM,108,0.5684,
142,2436,560,39.637129,-78.058926,obstacle,0.8088,0.0,MEDIUM,113,0.5736,
143,2366,561,39.636481,-78.13022,obstacle,0.7353,0.0,LOW,108,0.5482,
144,4832,576,39.626762,-75.618653,obstacle,0.9123,0.0,HIGH,98,0.5385,
145,2179,577,39.626114,-78.320675,obstacle,0.8676,0.0,MEDIUM,126,0.6176,
146,5286,577,39.626114,-75.156264,obstacle,0.7705,0.0,MEDIUM,105,0.5645,
147,4097,588,39.618986,-76.367234,obstacle,0.7353,0.0,LOW,112,0.5685,
148,1773,589,39.618338,-78.734177,obstacle,0.7647,0.0,MEDIUM,116,0.5888,
149,4124,591,39.617042,-76.339735,obstacle,0.7826,0.0,MEDIUM,111,0.5495,
150,4801,591,39.617042,-75.650226,obstacle,0.7206,0.0,LOW,106,0.555,
151,2287,596,39.613802,-78.210679,obstacle,0.8971,0.0,MEDIUM,119,0.5749,
152,3334,597,39.613154,-77.144333,obstacle,0.5354,0.0,MARGINAL,212,0.6127,
153,5057,598,39.612506,-75.389495,obstacle,0.619,0.0,LOW,153,0.5294,
154,2315,603,39.609266,-78.182162,obstacle,0.8298,0.0,MEDIUM,176,0.5161,
155,4044,615,39.60149,-76.421213,obstacle,0.5122,0.0,MARGINAL,157,0.5114,
156,3811,618,39.599546,-76.658519,obstacle,0.9844,0.0,HIGH,127,0.5853,
157,4341,618,39.599546,-76.118725,obstacle,0.9344,0.0,HIGH,105,0.5385,
158,1745,621,39.597602,-78.762695,obstacle,0.9375,0.0,HIGH,124,0.5849,
159,3829,623,39.596306,-76.640186,obstacle,0.8689,0.0,MEDIUM,107,0.5602,
160,4607,629,39.592419,-75.84781,obstacle,0.8382,0.0,MEDIUM,123,0.6181,
161,4095,634,39.589179,-76.369271,obstacle,0.4561,0.0,MARGINAL,106,0.5436,
162,3740,648,39.580107,-76.730831,obstacle,0.4569,0.0,MARGINAL,169,0.5,
163,3633,650,39.578811,-76.839808,obstacle,0.8525,0.0,MEDIUM,109,0.5767,
164,5289,657,39.574275,-75.153208,obstacle,0.7869,0.0,MEDIUM,103,0.5538,
165,2815,664,39.569739,-77.672923,obstacle,0.6098,1.0,LOW,115,0.5928,
166,2834,664,39.569739,-77.653572,obstacle,0.6047,0.0,LOW,121,0.599,
167,2255,665,39.569091,-78.243271,obstacle,0.8525,0.0,MEDIUM,107,0.5661,
168,2877,665,39.569091,-77.609777,obstacle,0.6341,1.0,LOW,119,0.6103,
169,2895,666,39.568443,-77.591445,obstacle,0.575,1.0,LOW,112,0.5957,
170,3976,667,39.567795,-76.49047,obstacle,0.6712,0.0,LOW,119,0.5721,
171,5718,672,39.564555,-74.716281,obstacle,0.7206,0.0,LOW,103,0.5393,
172,5638,679,39.560019,-74.797759,obstacle,0.7206,0.0,LOW,104,0.5417,
173,4996,684,39.55678,-75.451622,obstacle,0.9508,0.0,HIGH,115,0.5721,
174,1683,686,39.555484,-78.82584,obstacle,0.8438,0.0,MEDIUM,110,0.5473,
175,3644,687,39.554836,-76.828605,obstacle,0.9265,0.0,HIGH,116,0.5659,
176,1620,700,39.546412,-78.890004,obstacle,0.8406,0.0,MEDIUM,128,0.6124,
177,4040,701,39.545764,-76.425287,obstacle,0.7971,0.0,MEDIUM,122,0.581,
178,4671,716,39.536044,-75.782628,obstacle,0.8852,0.0,MEDIUM,104,0.5417,
179,3848,718,39.534748,-76.620835,obstacle,0.9118,0.0,HIGH,107,0.5323,
180,5778,721,39.532804,-74.655172,obstacle,0.8689,0.0,MEDIUM,105,0.5497,
181,5739,722,39.532156,-74.694893,obstacle,0.8824,0.0,MEDIUM,106,0.5436,
182,5671,724,39.53086,-74.76415,obstacle,0.5882,0.5,LOW,71,0.5772,
183,1597,725,39.530212,-78.913429,obstacle,0.9219,0.0,HIGH,111,0.5388,
184,4487,725,39.530212,-75.970028,obstacle,0.8621,0.0,MEDIUM,119,0.6071,
185,3989,735,39.523732,-76.47723,obstacle,0.8676,0.0,MEDIUM,111,0.5522,
186,1525,736,39.523084,-78.98676,obstacle,0.7812,0.0,MEDIUM,107,0.5404,
187,3614,743,39.518549,-76.859159,obstacle,0.875,0.0,MEDIUM,114,0.5729,
188,5797,744,39.517901,-74.635821,obstacle,0.8529,0.0,MEDIUM,108,0.5373,
189,5121,746,39.516605,-75.324313,obstacle,0.7647,0.0,MEDIUM,112,0.5773,
190,4720,750,39.514013,-75.732722,obstacle,0.8416,0.0,MEDIUM,183,0.5027,
191,3102,751,39.513365,-77.38062,obstacle,0.7969,0.0,MEDIUM,109,0.545,
192,2954,761,39.506885,-77.531355,obstacle,0.7059,0.0,LOW,102,0.534,
193,3458,761,39.506885,-77.018042,obstacle,0.8689,0.0,MEDIUM,105,0.5556,
194,2752,763,39.505589,-77.737087,obstacle,0.7794,0.0,MEDIUM,108,0.551,
195,4700,766,39.503645,-75.753092,obstacle,0.7931,0.0,MEDIUM,104,0.5561,
196,2248,767,39.502997,-78.2504,obstacle,0.75,0.0,MEDIUM,107,0.5515,
197,3677,768,39.502349,-76.794995,obstacle,0.942,0.0,HIGH,132,0.6083,
198,4992,771,39.500405,-75.455696,obstacle,0.7794,0.0,MEDIUM,106,0.5436,
199,4147,776,39.497165,-76.31631,obstacle,0.7681,0.0,MEDIUM,126,0.6117,
200,2301,786,39.490685,-78.196421,obstacle,0.7826,0.0,MEDIUM,120,0.597,
201,3178,787,39.490037,-77.303215,obstacle,0.75,0.0,MEDIUM,105,0.544,
202,4641,795,39.484853,-75.813182,obstacle,0.8361,0.0,MEDIUM,104,0.5503,
203,3250,801,39.480965,-77.229885,obstacle,0.4722,0.3333,MARGINAL,68,0.5965,
204,5737,803,39.47967,-74.69693,obstacle,0.7647,0.0,MEDIUM,110,0.567,
205,3432,810,39.475134,-77.044522,obstacle,0.8525,0.0,MEDIUM,106,0.5699,
206,2894,813,39.47319,-77.592463,obstacle,0.8197,0.0,MEDIUM,102,0.5312,
207,4986,813,39.47319,-75.461807,obstacle,0.9688,0.0,HIGH,119,0.564,
208,2130,815,39.471894,-78.370581,obstacle,0.5479,0.0,MARGINAL,181,0.5801,
209,5593,819,39.469302,-74.843591,obstacle,0.6774,1.0,LOW,75,0.5769,
210,2174,830,39.462174,-78.325767,obstacle,0.9559,0.0,HIGH,122,0.5865,
211,3287,832,39.460878,-77.192201,obstacle,0.875,0.0,MEDIUM,108,0.551,
212,3992,834,39.459582,-76.474174,obstacle,0.8197,0.0,MEDIUM,102,0.5426,
213,4826,834,39.459582,-75.624764,obstacle,0.7647,0.0,MEDIUM,113,0.5795,
214,1756,838,39.45699,-78.751491,obstacle,0.7391,0.0,LOW,110,0.5556,
215,3133,849,39.449862,-77.349047,obstacle,0.9344,0.0,HIGH,105,0.5469,
216,5163,853,39.44727,-75.281536,obstacle,0.7794,0.0,MEDIUM,117,0.5735,
217,4114,854,39.446622,-76.34992,obstacle,0.75,0.0,MEDIUM,116,0.5888,
218,3484,856,39.445326,-76.991561,obstacle,0.9344,0.0,HIGH,105,0.5385,
219,2315,864,39.440143,-78.182162,obstacle,0.9559,0.0,HIGH,124,0.599,
220,3940,864,39.440143,-76.527135,obstacle,0.9508,0.0,HIGH,109,0.5561,
221,4436,864,39.440143,-76.02197,obstacle,0.7921,0.0,MEDIUM,200,0.5333,
222,3451,865,39.439495,-77.025171,obstacle,0.8824,0.0,MEDIUM,111,0.5522,
223,4409,865,39.439495,-76.049469,obstacle,0.8485,0.0,MEDIUM,208,0.573,
224,1589,868,39.437551,-78.921577,obstacle,0.8197,0.0,MEDIUM,96,0.5161,
225,5660,870,39.436255,-74.775353,obstacle,0.8676,0.0,MEDIUM,112,0.5572,
226,3417,874,39.433663,-77.059799,obstacle,0.8689,0.0,MEDIUM,105,0.5676,
227,5280,876,39.432367,-75.162375,obstacle,0.8261,0.0,MEDIUM,115,0.5693,
228,2387,877,39.431719,-78.108832,obstacle,0.6119,0.0,LOW,204,0.6071,
229,3329,885,39.426535,-77.149425,obstacle,0.8676,0.0,MEDIUM,118,0.5813,
230,1923,892,39.421999,-78.581405,obstacle,0.6957,0.0,LOW,120,0.5634,
231,4976,900,39.416815,-75.471992,obstacle,0.8529,0.0,MEDIUM,118,0.59,
232,3651,901,39.416167,-76.821475,obstacle,0.7353,0.0,LOW,111,0.5522,
233,4091,906,39.412927,-76.373345,obstacle,0.7647,0.0,MEDIUM,113,0.5678,
234,3016,907,39.412279,-77.468209,obstacle,0.9836,0.0,HIGH,106,0.5492,
235,4349,910,39.410335,-76.110578,obstacle,0.8406,0.0,MEDIUM,125,0.5924,
