detection_id,pixel_x,pixel_y,lat_deg,lon_deg,symbol_class,tri_overlap,dot_overlap,confidence,blob_area_px2,solidity,elevation_ocr
934,3132,4452,37.115179,-77.350065,obstacle,0.8906,0.0,MEDIUM,118,0.5673,
935,3357,4466,37.106107,-77.120908,obstacle,0.7353,0.0,LOW,105,0.5469,
936,1966,4469,37.104163,-78.537611,obstacle,0.8986,0.0,MEDIUM,119,0.5561,
937,3203,4472,37.102219,-77.277754,obstacle,0.918,0.0,HIGH,102,0.5426,
938,1937,4486,37.093148,-78.567147,obstacle,0.7353,0.0,LOW,117,0.5764,
939,2451,4507,37.07954,-78.043649,obstacle,0.7353,0.0,LOW,109,0.5619,
940,2128,4508,37.078892,-78.372617,obstacle,0.7941,0.0,MEDIUM,109,0.5561,
941,1902,4513,37.075652,-78.602794,obstacle,0.7206,0.0,LOW,107,0.5602,
942,3212,4518,37.072412,-77.268587,obstacle,0.8382,0.0,MEDIUM,110,0.55,
943,3257,4520,37.071116,-77.222756,obstacle,0.7353,0.0,LOW,107,0.5487,
944,3377,4527,37.06658,-77.100538,obstacle,0.7971,0.0,MEDIUM,110,0.5528,
945,1833,4532,37.06334,-78.673069,obstacle,0.7206,0.0,LOW,105,0.5469,
946,1616,4537,37.0601,-78.894078,obstacle,0.7188,0.0,LOW,108,0.5538,
947,3228,4540,37.058156,-77.252292,obstacle,0.8529,0.0,MEDIUM,117,0.5625,
948,2013,4547,37.053621,-78.489742,obstacle,0.7647,0.0,MEDIUM,107,0.5487,
949,1842,4554,37.049085,-78.663902,obstacle,0.7941,0.0,MEDIUM,109,0.5533,
950,3137,4555,37.048437,-77.344973,obstacle,0.6765,0.0,LOW,102,0.5397,
951,2065,4556,37.047789,-78.436782,obstacle,0.7391,0.0,LOW,105,0.5357,
952,2165,4562,37.043901,-78.334934,obstacle,0.9375,0.0,HIGH,122,0.5281,
953,3297,4563,37.043253,-77.182017,obstacle,0.8361,0.0,MEDIUM,104,0.5474,
954,2235,4579,37.032885,-78.26364,obstacle,0.6885,0.0,LOW,103,0.545,
955,2024,4582,37.030941,-78.478539,obstacle,0.7246,0.0,LOW,103,0.5255,
956,1708,4586,37.028349,-78.800378,obstacle,0.6912,0.0,LOW,108,0.5684,
957,3085,4599,37.019925,-77.397934,obstacle,0.8361,0.0,MEDIUM,110,0.5699,
958,1986,4601,37.01863,-78.517241,obstacle,0.9344,0.0,HIGH,106,0.5464,
959,3411,4607,37.014742,-77.06591,obstacle,0.7794,0.0,MEDIUM,107,0.5515,
960,3582,4611,37.01215,-76.89175,obstacle,0.8529,0.0,MEDIUM,117,0.5821,
961,3082,4618,37.007614,-77.400989,obstacle,0.8125,0.0,MEDIUM,104,0.5253,
962,3942,4622,37.005022,-76.525098,obstacle,0.8529,0.0,MEDIUM,111,0.5468,
963,4288,4623,37.004374,-76.172705,obstacle,0.5319,0.0,MARGINAL,140,0.6009,
964,2047,4624,37.003726,-78.455114,obstacle,0.7059,0.0,LOW,108,0.5625,
965,4259,4624,37.003726,-76.202241,obstacle,0.5745,0.0,LOW,155,0.6102,
966,3252,4629,37.000486,-77.227848,obstacle,0.9016,0.0,HIGH,102,0.534,
967,1915,4631,36.99919,-78.589553,obstacle,0.8676,0.0,MEDIUM,117,0.5792,
968,2875,4632,36.998542,-77.611814,obstacle,0.8406,0.0,MEDIUM,126,0.5943,
969,2913,4635,36.996598,-77.573112,obstacle,0.9344,0.0,HIGH,101,0.526,
970,2356,4640,36.993358,-78.140404,obstacle,0.5692,0.0,LOW,99,0.6,
971,1774,4644,36.990766,-78.733159,obstacle,0.7941,0.0,MEDIUM,119,0.5891,
972,2888,4647,36.988822,-77.598574,obstacle,0.7536,0.0,MEDIUM,113,0.5381,
973,2937,4649,36.987526,-77.548669,obstacle,0.9016,0.0,HIGH,104,0.5503,
974,2628,4650,36.986878,-77.863378,obstacle,0.8689,0.0,MEDIUM,100,0.5435,
975,1571,4654,36.984286,-78.93991,obstacle,0.9344,0.0,HIGH,110,0.5641,
976,1742,4660,36.980399,-78.76575,obstacle,0.9412,0.0,HIGH,115,0.5583,
977,2695,4660,36.980399,-77.79514,obstacle,0.6301,0.0,LOW,115,0.5425,
978,1555,4665,36.977159,-78.956205,obstacle,0.9344,0.0,HIGH,108,0.5654,
979,1894,4667,36.975863,-78.610941,obstacle,0.7213,0.0,LOW,104,0.5591,
980,2524,4668,36.975215,-77.9693,obstacle,0.7794,0.0,MEDIUM,117,0.5821,
981,2847,4669,36.974567,-77.640332,obstacle,0.7647,0.0,MEDIUM,112,0.5773,
982,3233,4678,36.968735,-77.247199,obstacle,1.0,0.0,HIGH,119,0.5694,
983,3981,4678,36.968735,-76.485378,obstacle,0.9016,0.0,HIGH,103,0.545,
984,3137,4682,36.966143,-77.344973,obstacle,0.8281,0.0,MEDIUM,110,0.5584,
985,2781,4683,36.965495,-77.707551,obstacle,0.8696,0.0,MEDIUM,121,0.5628,
986,1623,4687,36.962903,-78.886949,obstacle,0.7353,0.0,LOW,110,0.567,
987,2328,4717,36.943463,-78.168922,obstacle,0.8971,0.0,MEDIUM,118,0.5784,
988,2983,4725,36.93828,-77.501819,obstacle,0.75,0.0,MEDIUM,109,0.5619,
989,1954,4732,36.933744,-78.549833,obstacle,0.8197,0.0,MEDIUM,103,0.545,
990,2934,4735,36.9318,-77.551724,obstacle,0.8689,0.0,MEDIUM,102,0.5426,
991,3064,4737,36.930504,-77.419322,obstacle,0.7971,0.0,MEDIUM,115,0.5721,
992,4260,4742,36.927264,-76.201222,obstacle,0.5,1.0,MARGINAL,82,0.5467,
993,3140,4755,36.91884,-77.341918,obstacle,0.8361,0.0,MEDIUM,105,0.5497,
994,2010,4765,36.91236,-78.492798,obstacle,0.7941,0.0,MEDIUM,116,0.5859,
995,2815,4765,36.91236,-77.672923,obstacle,0.6618,0.0,LOW,103,0.5479,
996,2337,4766,36.911712,-78.159756,obstacle,0.9508,0.0,HIGH,112,0.5657,
997,2302,4767,36.911064,-78.195402,obstacle,0.75,0.0,MEDIUM,110,0.5699,
998,3760,4767,36.911064,-76.710461,obstacle,0.8191,0.0,MEDIUM,178,0.5145,
999,1533,4779,36.903289,-78.978612,obstacle,0.6912,0.0,LOW,102,0.534,
1000,1990,4782,36.901345,-78.513167,obstacle,0.8382,0.0,MEDIUM,115,0.575,
1001,2730,4783,36.900697,-77.759494,obstacle,0.8906,0.0,MEDIUM,119,0.5721,
1002,2996,4795,36.892921,-77.488578,obstacle,0.8529,0.0,MEDIUM,112,0.5685,
1003,3775,4798,36.890977,-76.695184,obstacle,0.7826,0.0,MEDIUM,114,0.5481,
1004,2129,4812,36.881905,-78.371599,obstacle,0.8235,0.0,MEDIUM,111,0.5522,
1005,2073,4816,36.879313,-78.428634,obstacle,0.8525,0.0,MEDIUM,113,0.5707,
1006,3692,4818,36.878017,-76.779718,obstacle,0.8525,0.0,MEDIUM,104,0.5474,
1007,1654,4822,36.875425,-78.855376,obstacle,0.7059,0.0,LOW,106,0.5464,
1008,1986,4836,36.866353,-78.517241,obstacle,0.7794,0.0,MEDIUM,103,0.5202,
1009,2330,4837,36.865705,-78.166885,obstacle,0.7353,0.0,LOW,104,0.5445,
1010,2153,4859,36.85145,-78.347156,obstacle,0.9375,0.0,HIGH,114,0.57,
1011,1650,4867,36.846266,-78.85945,obstacle,0.9344,0.0,HIGH,102,0.5312,
1012,3194,4876,36.840434,-77.28692,obstacle,0.8281,0.0,MEDIUM,117,0.5764,
1013,1754,4883,36.835898,-78.753528,obstacle,0.7794,0.0,MEDIUM,107,0.5487,
1014,1649,4888,36.832658,-78.860468,obstacle,0.7705,0.0,MEDIUM,103,0.5598,
1015,1824,4899,36.825531,-78.682235,obstacle,0.8116,0.0,MEDIUM,117,0.5821,
1016,2578,4906,36.820995,-77.914302,obstacle,0.9559,0.0,HIGH,121,0.5762,
1017,2148,4907,36.820347,-78.352248,obstacle,0.8689,0.0,MEDIUM,101,0.5316,
1018,1675,4910,36.818403,-78.833988,obstacle,0.9344,0.0,HIGH,107,0.5602,
1019,3622,4913,36.816459,-76.851011,obstacle,0.7723,0.0,MEDIUM,190,0.508,
1020,2493,4914,36.815811,-78.000873,obstacle,0.8438,0.0,MEDIUM,119,0.5833,
1021,3817,4916,36.814515,-76.652408,obstacle,0.7705,0.0,MEDIUM,102,0.5514,
1022,2909,4926,36.808035,-77.577186,obstacle,0.9375,0.0,HIGH,114,0.5644,
1023,3126,4933,36.803499,-77.356176,obstacle,0.6885,0.0,LOW,101,0.5489,
1024,2252,4939,36.799611,-78.246326,obstacle,0.8276,0.0,MEDIUM,121,0.5902,
1025,3841,4939,36.799611,-76.627964,obstacle,0.8824,0.0,MEDIUM,117,0.5707,
1026,1660,4948,36.793779,-78.849265,obstacle,0.8197,0.0,MEDIUM,106,0.5579,
1027,2075,4959,36.786652,-78.426597,obstacle,0.9016,0.0,HIGH,104,0.5591,
1028,1614,4967,36.781468,-78.896115,obstacle,0.8852,0.0,MEDIUM,106,0.5521,
1029,2331,4967,36.781468,-78.165866,obstacle,0.7705,0.0,MEDIUM,101,0.5459,
1030,2306,4974,36.776932,-78.191328,obstacle,0.9508,0.0,HIGH,113,0.5736,
1031,1974,4982,36.771748,-78.529463,obstacle,0.9344,0.0,HIGH,106,0.5464,
1032,2352,4983,36.7711,-78.144478,obstacle,0.9836,0.0,HIGH,116,0.5829,
1033,2109,4986,36.769156,-78.391969,obstacle,0.8852,0.0,MEDIUM,107,0.5544,
1034,1737,4989,36.767212,-78.770842,obstacle,0.8033,0.0,MEDIUM,107,0.5602,
1035,1922,4992,36.765268,-78.582424,obstacle,0.9344,0.0,HIGH,108,0.5567,
1036,3641,4992,36.765268,-76.83166,obstacle,0.8361,0.0,MEDIUM,105,0.5526,
1037,3906,4993,36.76462,-76.561763,obstacle,0.9375,0.0,HIGH,117,0.5792,
1038,2600,4994,36.763972,-77.891896,obstacle,0.7941,0.0,MEDIUM,105,0.5224,
1039,3072,4994,36.763972,-77.411174,obstacle,0.8824,0.0,MEDIUM,120,0.597,
1040,1753,5002,36.758788,-78.754547,obstacle,0.7536,0.0,MEDIUM,115,0.5665,
1041,2781,5003,36.75814,-77.707551,obstacle,0.8085,0.0,MEDIUM,174,0.5163,
1042,3352,5003,36.75814,-77.126,obstacle,0.7941,0.0,MEDIUM,108,0.551,
1043,1588,5004,36.757492,-78.922596,obstacle,0.8592,0.0,MEDIUM,129,0.5972,
1044,1682,5004,36.757492,-78.826859,obstacle,0.8382,0.0,MEDIUM,118,0.5813,
1045,2618,5006,36.756196,-77.873563,obstacle,0.7647,0.0,MEDIUM,107,0.5487,
1046,1890,5009,36.754252,-78.615015,obstacle,0.75,0.0,MEDIUM,107,0.5431,
1047,2498,5009,36.754252,-77.995781,obstacle,0.7647,0.0,MEDIUM,107,0.5515,
1048,2725,5015,36.750364,-77.764586,obstacle,0.8281,0.0,MEDIUM,104,0.5417,
1049,3220,5019,36.747773,-77.260439,obstacle,0.8529,0.0,MEDIUM,116,0.5743,
1050,2796,5023,36.745181,-77.692274,obstacle,0.7941,0.0,MEDIUM,114,0.5758,
1051,2858,5029,36.741293,-77.629128,obstacle,0.8197,0.0,MEDIUM,104,0.5532,
1052,2192,5033,36.738701,-78.307435,obstacle,0.9344,0.0,HIGH,116,0.5829,
1053,3206,5035,36.737405,-77.274698,obstacle,0.8197,0.0,MEDIUM,104,0.5532,
1054,1943,5039,36.734813,-78.561036,obstacle,0.7826,0.0,MEDIUM,113,0.5678,
1055,1781,5040,36.734165,-78.726029,obstacle,0.7971,0.0,MEDIUM,121,0.5628,
1056,2132,5044,36.731573,-78.368544,obstacle,0.8406,0.0,MEDIUM,113,0.5539,
1057,2460,5046,36.730277,-78.034483,obstacle,0.8382,0.0,MEDIUM,106,0.5521,
1058,3617,5056,36.723797,-76.856104,obstacle,0.875,0.0,MEDIUM,112,0.5545,
1059,2245,5069,36.715373,-78.253456,obstacle,0.8088,0.0,MEDIUM,108,0.5482,
1060,2083,5076,36.710838,-78.418449,obstacle,0.8852,0.0,MEDIUM,101,0.543,
1061,2665,5077,36.71019,-77.825695,obstacle,0.8235,0.0,MEDIUM,112,0.5657,
1062,3683,5093,36.699822,-76.788884,obstacle,0.8197,0.0,MEDIUM,98,0.5131,
1063,1625,5104,36.692694,-78.884912,obstacle,0.8214,0.0,MEDIUM,166,0.5015,
1064,4024,5104,36.692694,-76.441583,obstacle,0.8416,0.0,MEDIUM,200,0.5141,
1065,2209,5115,36.685566,-78.290121,obstacle,0.9344,0.0,HIGH,108,0.5567,
1066,3850,5117,36.68427,-76.618798,obstacle,0.8824,0.0,MEDIUM,115,0.5665,
1067,3033,5120,36.682326,-77.450895,obstacle,0.8088,0.0,MEDIUM,109,0.5533,
1068,2687,5125,36.679086,-77.803288,obstacle,0.9344,0.0,HIGH,110,0.5556,
1069,3399,5127,36.67779,-77.078132,obstacle,0.7353,0.0,LOW,112,0.56,
1070,1634,5137,36.671311,-78.875746,obstacle,0.8529,0.0,MEDIUM,113,0.5622,
1071,2485,5145,36.666127,-78.009021,obstacle,0.9344,0.0,HIGH,106,0.5408,
1072,3309,5147,36.664831,-77.169795,obstacle,0.7353,0.0,LOW,107,0.5573,
1073,4059,5159,36.657055,-76.405936,obstacle,0.8824,0.0,MEDIUM,112,0.5545,
1074,1630,5168,36.651223,-78.87982,obstacle,0.8033,0.0,MEDIUM,100,0.5319,
1075,1752,5169,36.650575,-78.755565,obstacle,0.8841,0.0,MEDIUM,119,0.5777,
1076,2888,5174,36.647335,-77.598574,obstacle,0.7705,0.0,MEDIUM,104,0.5622,
1077,3138,5180,36.643447,-77.343955,obstacle,0.7869,0.0,MEDIUM,101,0.5372,
1078,2174,5196,36.63308,-78.325767,obstacle,0.8824,0.0,MEDIUM,116,0.5743,
1079,4080,5203,36.628544,-76.384548,obstacle,0.8621,0.0,MEDIUM,107,0.5602,
1080,1968,5206,36.6266,-78.535574,obstacle,0.8529,0.0,MEDIUM,117,0.5764,
1081,2626,5210,36.624008,-77.865415,obstacle,0.8529,0.0,MEDIUM,112,0.56,
1082,2910,5213,36.622064,-77.576168,obstacle,0.8438,0.0,MEDIUM,111,0.5635,
1083,2889,5220,36.617528,-77.597556,obstacle,0.8281,0.0,MEDIUM,113,0.5539,
1084,2163,5228,36.612344,-78.336971,obstacle,0.8406,0.0,MEDIUM,116,0.5686,
1085,2809,5229,36.611696,-77.679034,obstacle,0.8852,0.0,MEDIUM,108,0.5625,
1086,3219,5231,36.6104,-77.261458,obstacle,0.7353,0.0,LOW,110,0.5612,
1087,1929,5237,36.606512,-78.575295,obstacle,0.7123,0.0,LOW,125,0.5924,
1088,2394,5238,36.605864,-78.101702,obstacle,0.8696,0.0,MEDIUM,122,0.5951,
1089,2022,5245,36.601328,-78.480576,obstacle,0.8448,0.0,MEDIUM,107,0.5602,
1090,2984,5246,36.60068,-77.5008,obstacle,0.7971,0.0,MEDIUM,118,0.5673,
1091,2841,5248,36.599384,-77.646443,obstacle,0.9344,0.0,HIGH,104,0.5417,
1092,1568,5250,36.598088,-78.942965,obstacle,0.8276,0.0,MEDIUM,112,0.5773,
1093,2621,5250,36.598088,-77.870508,obstacle,0.8033,0.0,MEDIUM,102,0.5426,
1094,2308,5253,36.596145,-78.189291,obstacle,0.7826,0.0,MEDIUM,127,0.5853,
1095,1648,5262,36.590313,-78.861487,obstacle,0.8689,0.0,MEDIUM,100,0.5236,
1096,4094,5265,36.588369,-76.37029,obstacle,0.8852,0.0,MEDIUM,101,0.5288,
1097,2286,5268,36.586425,-78.211698,obstacle,0.7941,0.0,MEDIUM,107,0.5459,
1098,1747,5269,36.585777,-78.760658,obstacle,0.7826,0.0,MEDIUM,117,0.5652,
1099,2835,5270,36.585129,-77.652553,obstacle,0.6765,0.0,LOW,102,0.5312,
1100,1885,5280,36.578649,-78.620108,obstacle,0.8986,0.0,MEDIUM,118,0.5728,
1101,3616,5280,36.578649,-76.857122,obstacle,0.75,0.0,MEDIUM,109,0.5648,
1102,2135,5287,36.574113,-78.365488,obstacle,0.7931,0.0,MEDIUM,100,0.5319,
1103,3291,5290,36.572169,-77.188127,obstacle,0.8906,0.0,MEDIUM,120,0.5825,
1104,3500,5292,36.570873,-76.975266,obstacle,0.7941,0.0,MEDIUM,111,0.5495,
1105,3836,5292,36.570873,-76.633057,obstacle,0.9265,0.0,HIGH,116,0.5577,
1106,3251,5306,36.561801,-77.228867,obstacle,0.7794,0.0,MEDIUM,112,0.5744,
1107,2499,5321,36.552082,-77.994762,obstacle,0.7705,0.0,MEDIUM,103,0.5598,
1108,1587,5327,36.548194,-78.923614,obstacle,0.7414,0.0,LOW,102,0.5543,
1109,2119,5328,36.547546,-78.381784,obstacle,0.8361,0.0,MEDIUM,101,0.5206,
1110,2197,5333,36.544306,-78.302342,obstacle,0.7213,0.0,LOW,100,0.5319,
1111,1711,5337,36.541714,-78.797323,obstacle,0.8261,0.0,MEDIUM,116,0.5714,
1112,2673,5339,36.540418,-77.817547,obstacle,0.9016,0.0,HIGH,105,0.5469,
1113,3535,5339,36.540418,-76.939619,obstacle,0.7681,0.0,MEDIUM,114,0.5561,
1114,2978,5348,36.534586,-77.506911,obstacle,0.8088,0.0,MEDIUM,116,0.5829,
1115,2088,5349,36.533938,-78.413357,obstacle,0.734,0.0,LOW,184,0.5014,
1116,3157,5353,36.531346,-77.324604,obstacle,0.8261,0.0,MEDIUM,121,0.5735,
1117,2027,5359,36.527458,-78.475484,obstacle,0.9375,0.0,HIGH,120,0.5882,
1118,1930,5364,36.524218,-78.574276,obstacle,0.7206,0.0,LOW,104,0.5389,
1119,2371,5368,36.521626,-78.125127,obstacle,0.9219,0.0,HIGH,121,0.5817,
1120,1632,5376,36.516443,-78.877783,obstacle,0.9344,0.0,HIGH,109,0.5533,
1121,1758,5377,36.515795,-78.749454,obstacle,0.7353,0.0,LOW,101,0.5233,
1122,2487,5382,36.512555,-78.006984,obstacle,0.7246,0.0,LOW,102,0.51,
1123,2955,5382,36.512555,-77.530336,obstacle,0.7188,0.0,LOW,100,0.5208,
1124,2722,5389,36.508019,-77.767641,obstacle,0.75,0.0,MEDIUM,104,0.5389,
1125,4151,5392,36.506075,-76.312236,obstacle,0.9508,0.0,HIGH,112,0.5628,
1126,1951,5399,36.501539,-78.552888,obstacle,0.7541,0.0,MEDIUM,102,0.5484,
1127,1857,5401,36.500243,-78.648625,obstacle,0.8529,0.0,MEDIUM,108,0.5567,
1128,2737,5413,36.492467,-77.752364,obstacle,0.9344,0.0,HIGH,103,0.5365,
1129,2096,5416,36.490523,-78.405209,obstacle,0.9062,0.0,HIGH,109,0.5505,
1130,3280,5419,36.488579,-77.199331,obstacle,0.8551,0.0,MEDIUM,124,0.5905,
1131,2706,5420,36.487931,-77.783937,obstacle,0.7971,0.0,MEDIUM,122,0.5865,
1132,2169,5422,36.486635,-78.33086,obstacle,0.8235,0.0,MEDIUM,104,0.5445,
1133,2499,5428,36.482747,-77.994762,obstacle,0.7647,0.0,MEDIUM,104,0.5306,
1134,1783,5433,36.479508,-78.723992,obstacle,0.8438,0.0,MEDIUM,109,0.5505,
1135,1602,5435,36.478212,-78.908337,obstacle,0.6557,0.0,LOW,100,0.5405,
1136,2477,5435,36.478212,-78.017169,obstacle,0.8966,0.0,MEDIUM,105,0.5412,
1137,2758,5439,36.47562,-77.730976,obstacle,0.8986,0.0,MEDIUM,118,0.5728,
1138,3358,5439,36.47562,-77.119889,obstacle,0.9016,0.0,HIGH,110,0.5641,
1139,2704,5452,36.467196,-77.785974,obstacle,0.8852,0.0,MEDIUM,96,0.5106,
1140,3558,5453,36.466548,-76.916194,obstacle,0.9062,0.0,HIGH,109,0.5561,
1141,2141,5456,36.464604,-78.359377,obstacle,0.9853,0.0,HIGH,124,0.5933,
1142,2064,5465,36.458772,-78.4378,obstacle,0.7931,0.0,MEDIUM,104,0.5561,
1143,1906,5466,36.458124,-78.59872,obstacle,0.6812,0.0,LOW,109,0.5648,
1144,3482,5466,36.458124,-76.993598,obstacle,0.8356,0.0,MEDIUM,119,0.5509,
1145,4265,5476,36.451644,-76.19613,obstacle,0.6957,0.0,LOW,118,0.5728,
1146,3175,5479,36.4497,-77.306271,obstacle,0.8696,0.0,MEDIUM,121,0.5735,
1147,3341,5485,36.445812,-77.137204,obstacle,0.7869,0.0,MEDIUM,100,0.5525,
1148,2140,5493,36.440629,-78.360396,obstacle,0.7246,0.0,LOW,103,0.5309,
1149,1615,5522,36.421837,-78.895097,obstacle,0.7941,0.0,MEDIUM,108,0.551,
1150,2015,5522,36.421837,-78.487706,obstacle,0.8696,0.0,MEDIUM,122,0.5894,
1151,1936,5528,36.417949,-78.568165,obstacle,0.75,0.0,MEDIUM,114,0.5588,
1152,3934,5529,36.417301,-76.533246,obstacle,0.551,1.0,LOW,112,0.5803,
1153,4020,5535,36.413413,-76.445657,obstacle,0.5741,0.0,LOW,133,0.6073,
1154,4051,5537,36.412117,-76.414084,obstacle,0.5625,0.8,LOW,119,0.601,
1155,3798,5539,36.410821,-76.671759,obstacle,0.5957,0.0,LOW,119,0.5777,
1156,1813,5540,36.410173,-78.693438,obstacle,0.8696,0.0,MEDIUM,118,0.5566,
1157,3767,5541,36.409525,-76.703332,obstacle,0.75,0.0,MEDIUM,100,0.6173,
1158,3740,5544,36.407581,-76.730831,obstacle,0.4918,0.4,MARGINAL,149,0.556,
1159,3203,5548,36.404989,-77.277754,obstacle,0.7971,0.0,MEDIUM,113,0.5539,
1160,2183,5549,36.404341,-78.316601,obstacle,0.8281,0.0,MEDIUM,111,0.555,
1161,2107,5552,36.402398,-78.394006,obstacle,0.8088,0.0,MEDIUM,107,0.5297,
1162,2963,5557,36.399158,-77.522188,obstacle,0.6618,0.0,LOW,102,0.5368,
1163,2274,5562,36.395918,-78.22392,obstacle,0.9344,0.0,HIGH,106,0.5579,
1164,3053,5566,36.393326,-77.430525,obstacle,0.8676,0.0,MEDIUM,115,0.561,
1165,3148,5574,36.388142,-77.33377,obstacle,0.8841,0.0,MEDIUM,124,0.5822,
